,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_Seconds
950,0 days 01:45:43.292000,BOT,77,0 days 00:01:42.061000,29.0,1.0,,,0 days 00:00:29.595000,0 days 00:00:44.197000,0 days 00:00:28.269000,0 days 01:44:30.826000,0 days 01:45:15.023000,0 days 01:45:43.292000,295.0,257.0,243.0,278.0,False,HARD,29.0,True,Kick Sauber,0 days 01:44:01.231000,2024-09-22 12:50:57.362,1,17.0,False,,False,True,102.061
951,0 days 01:47:24.225000,BOT,77,0 days 00:01:40.933000,30.0,1.0,,,0 days 00:00:29.438000,0 days 00:00:43.070000,0 days 00:00:28.425000,0 days 01:46:12.730000,0 days 01:46:55.800000,0 days 01:47:24.225000,290.0,259.0,243.0,280.0,False,HARD,30.0,True,Kick Sauber,0 days 01:45:43.292000,2024-09-22 12:52:39.423,1,16.0,False,,False,True,100.933
952,0 days 01:49:05.199000,BOT,77,0 days 00:01:40.974000,31.0,1.0,,,0 days 00:00:29.677000,0 days 00:00:42.979000,0 days 00:00:28.318000,0 days 01:47:53.902000,0 days 01:48:36.881000,0 days 01:49:05.199000,279.0,261.0,243.0,283.0,False,HARD,31.0,True,Kick Sauber,0 days 01:47:24.225000,2024-09-22 12:54:20.356,1,16.0,False,,False,True,100.974
953,0 days 01:50:46.030000,BOT,77,0 days 00:01:40.831000,32.0,1.0,,,0 days 00:00:29.657000,0 days 00:00:42.870000,0 days 00:00:28.304000,0 days 01:49:34.856000,0 days 01:50:17.726000,0 days 01:50:46.030000,290.0,258.0,242.0,282.0,False,HARD,32.0,True,Kick Sauber,0 days 01:49:05.199000,2024-09-22 12:56:01.330,1,16.0,False,,False,True,100.831
954,0 days 01:52:34.718000,BOT,77,0 days 00:01:48.688000,33.0,1.0,,0 days 01:52:26.916000,0 days 00:00:29.529000,0 days 00:00:43.093000,0 days 00:00:36.066000,0 days 01:51:15.559000,0 days 01:51:58.652000,0 days 01:52:34.718000,,260.0,,280.0,False,HARD,33.0,True,Kick Sauber,0 days 01:50:46.030000,2024-09-22 12:57:42.161,1,18.0,False,,False,False,108.688
955,0 days 01:54:34.244000,BOT,77,0 days 00:01:59.526000,34.0,2.0,0 days 01:52:57.527000,,0 days 00:00:50.561000,0 days 00:00:41.286000,0 days 00:00:27.679000,0 days 01:53:25.279000,0 days 01:54:06.565000,0 days 01:54:34.244000,288.0,261.0,247.0,,False,MEDIUM,1.0,True,Kick Sauber,0 days 01:52:34.718000,2024-09-22 12:59:30.849,1,19.0,False,,False,False,119.526
956,0 days 01:56:13.536000,BOT,77,0 days 00:01:39.292000,35.0,2.0,,,0 days 00:00:28.907000,0 days 00:00:42.619000,0 days 00:00:27.766000,0 days 01:55:03.151000,0 days 01:55:45.770000,0 days 01:56:13.536000,310.0,273.0,248.0,281.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 01:54:34.244000,2024-09-22 13:01:30.375,1,19.0,False,,False,True,99.292
957,0 days 01:57:52.612000,BOT,77,0 days 00:01:39.076000,36.0,2.0,,,0 days 00:00:28.886000,0 days 00:00:42.518000,0 days 00:00:27.672000,0 days 01:56:42.422000,0 days 01:57:24.940000,0 days 01:57:52.612000,305.0,261.0,246.0,296.0,True,MEDIUM,3.0,True,Kick Sauber,0 days 01:56:13.536000,2024-09-22 13:03:09.667,1,19.0,False,,False,True,99.076
958,0 days 01:59:30.923000,BOT,77,0 days 00:01:38.311000,37.0,2.0,,,0 days 00:00:29.052000,0 days 00:00:41.686000,0 days 00:00:27.573000,0 days 01:58:21.664000,0 days 01:59:03.350000,0 days 01:59:30.923000,288.0,258.0,246.0,280.0,True,MEDIUM,4.0,True,Kick Sauber,0 days 01:57:52.612000,2024-09-22 13:04:48.743,1,19.0,False,,False,True,98.311
959,0 days 02:01:09.287000,BOT,77,0 days 00:01:38.364000,38.0,2.0,,,0 days 00:00:29.069000,0 days 00:00:41.818000,0 days 00:00:27.477000,0 days 01:59:59.992000,0 days 02:00:41.810000,0 days 02:01:09.287000,,261.0,247.0,285.0,False,MEDIUM,5.0,True,Kick Sauber,0 days 01:59:30.923000,2024-09-22 13:06:27.054,1,18.0,False,,False,True,98.364
960,0 days 02:02:47.574000,BOT,77,0 days 00:01:38.287000,39.0,2.0,,,0 days 00:00:28.984000,0 days 00:00:41.674000,0 days 00:00:27.629000,0 days 02:01:38.271000,0 days 02:02:19.945000,0 days 02:02:47.574000,287.0,259.0,247.0,280.0,True,MEDIUM,6.0,True,Kick Sauber,0 days 02:01:09.287000,2024-09-22 13:08:05.418,1,18.0,False,,False,True,98.287
961,0 days 02:04:25.681000,BOT,77,0 days 00:01:38.107000,40.0,2.0,,,0 days 00:00:28.971000,0 days 00:00:41.540000,0 days 00:00:27.596000,0 days 02:03:16.545000,0 days 02:03:58.085000,0 days 02:04:25.681000,,261.0,247.0,281.0,True,MEDIUM,7.0,True,Kick Sauber,0 days 02:02:47.574000,2024-09-22 13:09:43.705,1,18.0,False,,False,True,98.107
962,0 days 02:06:05.700000,BOT,77,0 days 00:01:40.019000,41.0,2.0,,,0 days 00:00:30.484000,0 days 00:00:42.022000,0 days 00:00:27.513000,0 days 02:04:56.165000,0 days 02:05:38.187000,0 days 02:06:05.700000,306.0,262.0,249.0,178.0,False,MEDIUM,8.0,True,Kick Sauber,0 days 02:04:25.681000,2024-09-22 13:11:21.812,1,18.0,False,,False,True,100.019
963,0 days 02:07:43.686000,BOT,77,0 days 00:01:37.986000,42.0,2.0,,,0 days 00:00:28.826000,0 days 00:00:41.609000,0 days 00:00:27.551000,0 days 02:06:34.526000,0 days 02:07:16.135000,0 days 02:07:43.686000,290.0,272.0,248.0,284.0,True,MEDIUM,9.0,True,Kick Sauber,0 days 02:06:05.700000,2024-09-22 13:13:01.831,1,18.0,False,,False,True,97.986
964,0 days 02:09:21.674000,BOT,77,0 days 00:01:37.988000,43.0,2.0,,,0 days 00:00:28.806000,0 days 00:00:41.802000,0 days 00:00:27.380000,0 days 02:08:12.492000,0 days 02:08:54.294000,0 days 02:09:21.674000,302.0,271.0,250.0,294.0,False,MEDIUM,10.0,True,Kick Sauber,0 days 02:07:43.686000,2024-09-22 13:14:39.817,1,18.0,False,,False,True,97.988
965,0 days 02:10:59.429000,BOT,77,0 days 00:01:37.755000,44.0,2.0,,,0 days 00:00:28.786000,0 days 00:00:41.733000,0 days 00:00:27.236000,0 days 02:09:50.460000,0 days 02:10:32.193000,0 days 02:10:59.429000,305.0,271.0,249.0,,True,MEDIUM,11.0,True,Kick Sauber,0 days 02:09:21.674000,2024-09-22 13:16:17.805,1,18.0,False,,False,True,97.755
966,0 days 02:12:37.326000,BOT,77,0 days 00:01:37.897000,45.0,2.0,,,0 days 00:00:28.631000,0 days 00:00:41.776000,0 days 00:00:27.490000,0 days 02:11:28.060000,0 days 02:12:09.836000,0 days 02:12:37.326000,,268.0,250.0,293.0,False,MEDIUM,12.0,True,Kick Sauber,0 days 02:10:59.429000,2024-09-22 13:17:55.560,1,18.0,False,,False,True,97.897
967,0 days 02:14:14.850000,BOT,77,0 days 00:01:37.524000,46.0,2.0,,,0 days 00:00:28.664000,0 days 00:00:41.673000,0 days 00:00:27.187000,0 days 02:13:05.990000,0 days 02:13:47.663000,0 days 02:14:14.850000,308.0,273.0,251.0,296.0,True,MEDIUM,13.0,True,Kick Sauber,0 days 02:12:37.326000,2024-09-22 13:19:33.457,1,18.0,False,,False,True,97.524
968,0 days 02:15:53.085000,BOT,77,0 days 00:01:38.235000,47.0,2.0,,,0 days 00:00:28.858000,0 days 00:00:41.804000,0 days 00:00:27.573000,0 days 02:14:43.708000,0 days 02:15:25.512000,0 days 02:15:53.085000,304.0,261.0,247.0,294.0,False,MEDIUM,14.0,True,Kick Sauber,0 days 02:14:14.850000,2024-09-22 13:21:10.981,1,17.0,False,,False,True,98.235
969,0 days 02:17:31.585000,BOT,77,0 days 00:01:38.500000,48.0,2.0,,,0 days 00:00:29.022000,0 days 00:00:41.750000,0 days 00:00:27.728000,0 days 02:16:22.107000,0 days 02:17:03.857000,0 days 02:17:31.585000,288.0,261.0,245.0,281.0,False,MEDIUM,15.0,True,Kick Sauber,0 days 02:15:53.085000,2024-09-22 13:22:49.216,1,17.0,False,,False,True,98.5
970,0 days 02:19:10.108000,BOT,77,0 days 00:01:38.523000,49.0,2.0,,,0 days 00:00:29.119000,0 days 00:00:41.925000,0 days 00:00:27.479000,0 days 02:18:00.704000,0 days 02:18:42.629000,0 days 02:19:10.108000,293.0,274.0,250.0,283.0,False,MEDIUM,16.0,True,Kick Sauber,0 days 02:17:31.585000,2024-09-22 13:24:27.716,1,16.0,False,,False,True,98.523
971,0 days 02:20:48.750000,BOT,77,0 days 00:01:38.642000,50.0,2.0,,,0 days 00:00:28.937000,0 days 00:00:42.185000,0 days 00:00:27.520000,0 days 02:19:39.045000,0 days 02:20:21.230000,0 days 02:20:48.750000,305.0,272.0,249.0,294.0,False,MEDIUM,17.0,True,Kick Sauber,0 days 02:19:10.108000,2024-09-22 13:26:06.239,1,16.0,False,,False,True,98.642
972,0 days 02:22:27.024000,BOT,77,0 days 00:01:38.274000,51.0,2.0,,,0 days 00:00:28.805000,0 days 00:00:42.010000,0 days 00:00:27.459000,0 days 02:21:17.555000,0 days 02:21:59.565000,0 days 02:22:27.024000,306.0,270.0,249.0,293.0,False,MEDIUM,18.0,True,Kick Sauber,0 days 02:20:48.750000,2024-09-22 13:27:44.881,1,16.0,False,,False,True,98.274
973,0 days 02:24:05.172000,BOT,77,0 days 00:01:38.148000,52.0,2.0,,,0 days 00:00:28.680000,0 days 00:00:41.842000,0 days 00:00:27.626000,0 days 02:22:55.704000,0 days 02:23:37.546000,0 days 02:24:05.172000,308.0,273.0,247.0,296.0,False,MEDIUM,19.0,True,Kick Sauber,0 days 02:22:27.024000,2024-09-22 13:29:23.155,1,16.0,False,,False,True,98.148
974,0 days 02:25:44.908000,BOT,77,0 days 00:01:39.736000,53.0,2.0,,,0 days 00:00:30.102000,0 days 00:00:42.234000,0 days 00:00:27.400000,0 days 02:24:35.274000,0 days 02:25:17.508000,0 days 02:25:44.908000,304.0,273.0,249.0,287.0,False,MEDIUM,20.0,True,Kick Sauber,0 days 02:24:05.172000,2024-09-22 13:31:01.303,1,16.0,False,,False,True,99.736
975,0 days 02:27:23.248000,BOT,77,0 days 00:01:38.340000,54.0,2.0,,,0 days 00:00:29.020000,0 days 00:00:41.960000,0 days 00:00:27.360000,0 days 02:26:13.928000,0 days 02:26:55.888000,0 days 02:27:23.248000,308.0,270.0,250.0,296.0,False,MEDIUM,21.0,True,Kick Sauber,0 days 02:25:44.908000,2024-09-22 13:32:41.039,1,16.0,False,,False,True,98.34
976,0 days 02:29:01.443000,BOT,77,0 days 00:01:38.195000,55.0,2.0,,,0 days 00:00:28.790000,0 days 00:00:41.970000,0 days 00:00:27.435000,0 days 02:27:52.038000,0 days 02:28:34.008000,0 days 02:29:01.443000,306.0,262.0,251.0,294.0,False,MEDIUM,22.0,True,Kick Sauber,0 days 02:27:23.248000,2024-09-22 13:34:19.379,1,16.0,False,,False,True,98.195
977,0 days 02:30:39.606000,BOT,77,0 days 00:01:38.163000,56.0,2.0,,,0 days 00:00:28.668000,0 days 00:00:41.963000,0 days 00:00:27.532000,0 days 02:29:30.111000,0 days 02:30:12.074000,0 days 02:30:39.606000,309.0,272.0,250.0,296.0,False,MEDIUM,23.0,True,Kick Sauber,0 days 02:29:01.443000,2024-09-22 13:35:57.574,1,16.0,False,,False,True,98.163
978,0 days 02:32:17.547000,BOT,77,0 days 00:01:37.941000,57.0,2.0,,,0 days 00:00:28.652000,0 days 00:00:41.933000,0 days 00:00:27.356000,0 days 02:31:08.258000,0 days 02:31:50.191000,0 days 02:32:17.547000,306.0,272.0,251.0,295.0,False,MEDIUM,24.0,True,Kick Sauber,0 days 02:30:39.606000,2024-09-22 13:37:35.737,1,16.0,False,,False,True,97.941
979,0 days 02:33:55.406000,BOT,77,0 days 00:01:37.859000,58.0,2.0,,,0 days 00:00:28.758000,0 days 00:00:41.760000,0 days 00:00:27.341000,0 days 02:32:46.305000,0 days 02:33:28.065000,0 days 02:33:55.406000,307.0,271.0,251.0,294.0,False,MEDIUM,25.0,True,Kick Sauber,0 days 02:32:17.547000,2024-09-22 13:39:13.678,1,16.0,False,,False,True,97.859
980,0 days 02:35:33.770000,BOT,77,0 days 00:01:38.364000,59.0,2.0,,,0 days 00:00:28.660000,0 days 00:00:41.981000,0 days 00:00:27.723000,0 days 02:34:24.066000,0 days 02:35:06.047000,0 days 02:35:33.770000,310.0,265.0,249.0,296.0,False,MEDIUM,26.0,True,Kick Sauber,0 days 02:33:55.406000,2024-09-22 13:40:51.537,1,16.0,False,,False,True,98.364
981,0 days 02:37:12.891000,BOT,77,0 days 00:01:39.121000,60.0,2.0,,,0 days 00:00:28.949000,0 days 00:00:42.378000,0 days 00:00:27.794000,0 days 02:36:02.719000,0 days 02:36:45.097000,0 days 02:37:12.891000,296.0,266.0,250.0,286.0,False,MEDIUM,27.0,True,Kick Sauber,0 days 02:35:33.770000,2024-09-22 13:42:29.901,1,16.0,False,,False,True,99.121
982,0 days 02:38:51.662000,BOT,77,0 days 00:01:38.771000,61.0,2.0,,,0 days 00:00:28.789000,0 days 00:00:42.315000,0 days 00:00:27.667000,0 days 02:37:41.680000,0 days 02:38:23.995000,0 days 02:38:51.662000,314.0,266.0,251.0,299.0,False,MEDIUM,28.0,True,Kick Sauber,0 days 02:37:12.891000,2024-09-22 13:44:09.022,1,16.0,False,,False,True,98.771
983,0 days 00:58:53.243000,GAS,10,0 days 00:01:51.981000,1.0,1.0,,,,0 days 00:00:45.851000,0 days 00:00:28.823000,,0 days 00:58:24.578000,0 days 00:58:53.515000,260.0,261.0,247.0,219.0,False,MEDIUM,1.0,True,Alpine,0 days 00:57:01.006000,2024-09-22 12:03:57.137,1,17.0,False,,False,False,111.981
984,0 days 01:00:34.191000,GAS,10,0 days 00:01:40.948000,2.0,1.0,,,0 days 00:00:29.496000,0 days 00:00:43.253000,0 days 00:00:28.199000,0 days 00:59:22.762000,0 days 01:00:06.015000,0 days 01:00:34.214000,291.0,263.0,246.0,280.0,True,MEDIUM,2.0,True,Alpine,0 days 00:58:53.243000,2024-09-22 12:05:49.374,1,17.0,False,,False,True,100.948
985,0 days 01:02:14.585000,GAS,10,0 days 00:01:40.394000,3.0,1.0,,,0 days 00:00:29.570000,0 days 00:00:42.724000,0 days 00:00:28.100000,0 days 01:01:03.784000,0 days 01:01:46.508000,0 days 01:02:14.608000,295.0,263.0,244.0,286.0,True,MEDIUM,3.0,True,Alpine,0 days 01:00:34.191000,2024-09-22 12:07:30.322,1,17.0,False,,False,True,100.394
986,0 days 01:03:54.064000,GAS,10,0 days 00:01:39.479000,4.0,1.0,,,0 days 00:00:29.167000,0 days 00:00:42.525000,0 days 00:00:27.787000,0 days 01:02:43.775000,0 days 01:03:26.300000,0 days 01:03:54.087000,303.0,258.0,246.0,280.0,True,MEDIUM,4.0,True,Alpine,0 days 01:02:14.585000,2024-09-22 12:09:10.716,1,17.0,False,,False,True,99.479
987,0 days 01:05:33.646000,GAS,10,0 days 00:01:39.582000,5.0,1.0,,,0 days 00:00:29.169000,0 days 00:00:42.468000,0 days 00:00:27.945000,0 days 01:04:23.256000,0 days 01:05:05.724000,0 days 01:05:33.669000,300.0,266.0,246.0,,False,MEDIUM,5.0,True,Alpine,0 days 01:03:54.064000,2024-09-22 12:10:50.195,1,17.0,False,,False,True,99.582
988,0 days 01:07:13.370000,GAS,10,0 days 00:01:39.724000,6.0,1.0,,,0 days 00:00:29.072000,0 days 00:00:42.559000,0 days 00:00:28.093000,0 days 01:06:02.741000,0 days 01:06:45.300000,0 days 01:07:13.393000,303.0,259.0,244.0,282.0,False,MEDIUM,6.0,True,Alpine,0 days 01:05:33.646000,2024-09-22 12:12:29.777,1,17.0,False,,False,True,99.724
989,0 days 01:08:52.991000,GAS,10,0 days 00:01:39.621000,7.0,1.0,,,0 days 00:00:29.369000,0 days 00:00:42.424000,0 days 00:00:27.828000,0 days 01:07:42.762000,0 days 01:08:25.186000,0 days 01:08:53.014000,286.0,258.0,245.0,279.0,False,MEDIUM,7.0,True,Alpine,0 days 01:07:13.370000,2024-09-22 12:14:09.501,1,17.0,False,,False,True,99.621
990,0 days 01:10:32.654000,GAS,10,0 days 00:01:39.663000,8.0,1.0,,,0 days 00:00:29.417000,0 days 00:00:42.239000,0 days 00:00:28.007000,0 days 01:09:22.431000,0 days 01:10:04.670000,0 days 01:10:32.677000,288.0,259.0,245.0,281.0,False,MEDIUM,8.0,True,Alpine,0 days 01:08:52.991000,2024-09-22 12:15:49.122,1,17.0,False,,False,True,99.663
991,0 days 01:12:13.583000,GAS,10,0 days 00:01:40.929000,9.0,1.0,,,0 days 00:00:30.110000,0 days 00:00:42.805000,0 days 00:00:28.014000,0 days 01:11:02.787000,0 days 01:11:45.592000,0 days 01:12:13.606000,289.0,258.0,244.0,282.0,False,MEDIUM,9.0,True,Alpine,0 days 01:10:32.654000,2024-09-22 12:17:28.785,1,17.0,True,TRACK LIMITS AT TURN 2 LAP 9 ,False,True,100.929
992,0 days 01:13:53.071000,GAS,10,0 days 00:01:39.488000,10.0,1.0,,,0 days 00:00:29.441000,0 days 00:00:42.464000,0 days 00:00:27.583000,0 days 01:12:43.047000,0 days 01:13:25.511000,0 days 01:13:53.094000,291.0,259.0,246.0,280.0,False,MEDIUM,10.0,True,Alpine,0 days 01:12:13.583000,2024-09-22 12:19:09.714,1,16.0,False,,False,True,99.488
993,0 days 01:15:32.334000,GAS,10,0 days 00:01:39.263000,11.0,1.0,,,0 days 00:00:29.325000,0 days 00:00:42.081000,0 days 00:00:27.857000,0 days 01:14:22.419000,0 days 01:15:04.500000,0 days 01:15:32.357000,288.0,259.0,245.0,281.0,True,MEDIUM,11.0,True,Alpine,0 days 01:13:53.071000,2024-09-22 12:20:49.202,1,15.0,False,,False,True,99.263
994,0 days 01:17:11.568000,GAS,10,0 days 00:01:39.234000,12.0,1.0,,,0 days 00:00:29.268000,0 days 00:00:42.229000,0 days 00:00:27.737000,0 days 01:16:01.625000,0 days 01:16:43.854000,0 days 01:17:11.591000,290.0,258.0,244.0,280.0,True,MEDIUM,12.0,True,Alpine,0 days 01:15:32.334000,2024-09-22 12:22:28.465,1,15.0,False,,False,True,99.234
995,0 days 01:18:50.883000,GAS,10,0 days 00:01:39.315000,13.0,1.0,,,0 days 00:00:29.390000,0 days 00:00:42.084000,0 days 00:00:27.841000,0 days 01:17:40.981000,0 days 01:18:23.065000,0 days 01:18:50.906000,288.0,258.0,246.0,,False,MEDIUM,13.0,True,Alpine,0 days 01:17:11.568000,2024-09-22 12:24:07.699,1,15.0,False,,False,True,99.315
996,0 days 01:20:30.223000,GAS,10,0 days 00:01:39.340000,14.0,1.0,,,0 days 00:00:29.362000,0 days 00:00:42.109000,0 days 00:00:27.869000,0 days 01:19:20.268000,0 days 01:20:02.377000,0 days 01:20:30.246000,287.0,257.0,244.0,279.0,False,MEDIUM,14.0,True,Alpine,0 days 01:18:50.883000,2024-09-22 12:25:47.014,1,14.0,False,,False,True,99.34
997,0 days 01:22:09.714000,GAS,10,0 days 00:01:39.491000,15.0,1.0,,,0 days 00:00:29.460000,0 days 00:00:42.232000,0 days 00:00:27.799000,0 days 01:20:59.706000,0 days 01:21:41.938000,0 days 01:22:09.737000,,257.0,247.0,,False,MEDIUM,15.0,True,Alpine,0 days 01:20:30.223000,2024-09-22 12:27:26.354,1,14.0,False,,False,True,99.491
998,0 days 01:23:48.892000,GAS,10,0 days 00:01:39.178000,16.0,1.0,,,0 days 00:00:29.287000,0 days 00:00:42.153000,0 days 00:00:27.738000,0 days 01:22:39.024000,0 days 01:23:21.177000,0 days 01:23:48.915000,288.0,258.0,245.0,280.0,True,MEDIUM,16.0,True,Alpine,0 days 01:22:09.714000,2024-09-22 12:29:05.845,1,14.0,False,,False,True,99.178
999,0 days 01:25:27.998000,GAS,10,0 days 00:01:39.106000,17.0,1.0,,,0 days 00:00:29.270000,0 days 00:00:42.087000,0 days 00:00:27.749000,0 days 01:24:18.185000,0 days 01:25:00.272000,0 days 01:25:28.021000,289.0,259.0,245.0,,True,MEDIUM,17.0,True,Alpine,0 days 01:23:48.892000,2024-09-22 12:30:45.023,1,14.0,False,,False,True,99.106
1000,0 days 01:27:07.978000,GAS,10,0 days 00:01:39.980000,18.0,1.0,,,0 days 00:00:29.469000,0 days 00:00:42.600000,0 days 00:00:27.911000,0 days 01:25:57.490000,0 days 01:26:40.090000,0 days 01:27:08.001000,304.0,259.0,245.0,281.0,False,MEDIUM,18.0,True,Alpine,0 days 01:25:27.998000,2024-09-22 12:32:24.129,1,14.0,False,,False,True,99.98
1001,0 days 01:28:47.597000,GAS,10,0 days 00:01:39.619000,19.0,1.0,,,0 days 00:00:29.367000,0 days 00:00:42.279000,0 days 00:00:27.973000,0 days 01:27:37.368000,0 days 01:28:19.647000,0 days 01:28:47.620000,290.0,258.0,245.0,,False,MEDIUM,19.0,True,Alpine,0 days 01:27:07.978000,2024-09-22 12:34:04.109,1,14.0,False,,False,True,99.619
1002,0 days 01:30:27.373000,GAS,10,0 days 00:01:39.776000,20.0,1.0,,,0 days 00:00:29.457000,0 days 00:00:42.590000,0 days 00:00:27.729000,0 days 01:29:17.077000,0 days 01:29:59.667000,0 days 01:30:27.396000,,258.0,246.0,,False,MEDIUM,20.0,True,Alpine,0 days 01:28:47.597000,2024-09-22 12:35:43.728,1,14.0,False,,False,True,99.776
1003,0 days 01:32:06.902000,GAS,10,0 days 00:01:39.529000,21.0,1.0,,,0 days 00:00:29.407000,0 days 00:00:42.457000,0 days 00:00:27.665000,0 days 01:30:56.803000,0 days 01:31:39.260000,0 days 01:32:06.925000,289.0,259.0,244.0,,False,MEDIUM,21.0,True,Alpine,0 days 01:30:27.373000,2024-09-22 12:37:23.504,1,14.0,False,,False,True,99.529
1004,0 days 01:33:46.733000,GAS,10,0 days 00:01:39.831000,22.0,1.0,,,0 days 00:00:29.383000,0 days 00:00:42.533000,0 days 00:00:27.915000,0 days 01:32:36.308000,0 days 01:33:18.841000,0 days 01:33:46.756000,293.0,258.0,244.0,,False,MEDIUM,22.0,True,Alpine,0 days 01:32:06.902000,2024-09-22 12:39:03.033,1,14.0,False,,False,True,99.831
1005,0 days 01:35:26.972000,GAS,10,0 days 00:01:40.239000,23.0,1.0,,,0 days 00:00:29.698000,0 days 00:00:42.582000,0 days 00:00:27.959000,0 days 01:34:16.454000,0 days 01:34:59.036000,0 days 01:35:26.995000,291.0,266.0,245.0,282.0,False,MEDIUM,23.0,True,Alpine,0 days 01:33:46.733000,2024-09-22 12:40:42.864,1,14.0,False,,False,True,100.239
1006,0 days 01:37:07.138000,GAS,10,0 days 00:01:40.166000,24.0,1.0,,,0 days 00:00:29.587000,0 days 00:00:42.690000,0 days 00:00:27.889000,0 days 01:35:56.582000,0 days 01:36:39.272000,0 days 01:37:07.161000,,264.0,246.0,281.0,False,MEDIUM,24.0,True,Alpine,0 days 01:35:26.972000,2024-09-22 12:42:23.103,1,14.0,False,,False,True,100.166
1007,0 days 01:38:48.545000,GAS,10,0 days 00:01:41.407000,25.0,1.0,,,0 days 00:00:29.381000,0 days 00:00:42.992000,0 days 00:00:29.034000,0 days 01:37:36.542000,0 days 01:38:19.534000,0 days 01:38:48.568000,306.0,268.0,244.0,292.0,False,MEDIUM,25.0,True,Alpine,0 days 01:37:07.138000,2024-09-22 12:44:03.269,1,15.0,False,,False,True,101.407
1008,0 days 01:40:29.451000,GAS,10,0 days 00:01:40.906000,26.0,1.0,,,0 days 00:00:29.600000,0 days 00:00:43.127000,0 days 00:00:28.179000,0 days 01:39:18.168000,0 days 01:40:01.295000,0 days 01:40:29.474000,295.0,269.0,247.0,293.0,False,MEDIUM,26.0,True,Alpine,0 days 01:38:48.545000,2024-09-22 12:45:44.676,1,14.0,False,,False,True,100.906
1009,0 days 01:42:11.188000,GAS,10,0 days 00:01:41.737000,27.0,1.0,,,0 days 00:00:29.566000,0 days 00:00:42.923000,0 days 00:00:29.248000,0 days 01:40:59.040000,0 days 01:41:41.963000,0 days 01:42:11.211000,307.0,269.0,244.0,295.0,False,MEDIUM,27.0,True,Alpine,0 days 01:40:29.451000,2024-09-22 12:47:25.582,1,15.0,False,,False,True,101.737
1010,0 days 01:43:52.269000,GAS,10,0 days 00:01:41.081000,28.0,1.0,,,0 days 00:00:29.705000,0 days 00:00:43.216000,0 days 00:00:28.160000,0 days 01:42:40.916000,0 days 01:43:24.132000,0 days 01:43:52.292000,294.0,269.0,247.0,292.0,False,MEDIUM,28.0,True,Alpine,0 days 01:42:11.188000,2024-09-22 12:49:07.319,1,14.0,False,,False,True,101.081
1011,0 days 01:45:32.753000,GAS,10,0 days 00:01:40.484000,29.0,1.0,,,0 days 00:00:29.426000,0 days 00:00:42.769000,0 days 00:00:28.289000,0 days 01:44:21.718000,0 days 01:45:04.487000,0 days 01:45:32.776000,289.0,259.0,245.0,291.0,False,MEDIUM,29.0,True,Alpine,0 days 01:43:52.269000,2024-09-22 12:50:48.400,1,12.0,False,,False,True,100.484
1012,0 days 01:47:15.888000,GAS,10,0 days 00:01:43.135000,30.0,1.0,,,0 days 00:00:29.789000,0 days 00:00:43.810000,0 days 00:00:29.536000,0 days 01:46:02.565000,0 days 01:46:46.375000,0 days 01:47:15.911000,294.0,259.0,242.0,281.0,False,MEDIUM,30.0,True,Alpine,0 days 01:45:32.753000,2024-09-22 12:52:28.884,1,12.0,False,,False,True,103.135
1013,0 days 01:48:59.044000,GAS,10,0 days 00:01:43.156000,31.0,1.0,,,0 days 00:00:30.542000,0 days 00:00:44.365000,0 days 00:00:28.249000,0 days 01:47:46.453000,0 days 01:48:30.818000,0 days 01:48:59.067000,291.0,260.0,242.0,291.0,False,MEDIUM,31.0,True,Alpine,0 days 01:47:15.888000,2024-09-22 12:54:12.019,1,13.0,False,,False,True,103.156
1014,0 days 01:50:39.729000,GAS,10,0 days 00:01:40.685000,32.0,1.0,,,0 days 00:00:29.771000,0 days 00:00:42.914000,0 days 00:00:28,0 days 01:49:28.838000,0 days 01:50:11.752000,0 days 01:50:39.752000,,259.0,246.0,281.0,False,MEDIUM,32.0,True,Alpine,0 days 01:48:59.044000,2024-09-22 12:55:55.175,1,13.0,False,,False,True,100.685
1015,0 days 01:52:19.990000,GAS,10,0 days 00:01:40.261000,33.0,1.0,,,0 days 00:00:29.536000,0 days 00:00:42.832000,0 days 00:00:27.893000,0 days 01:51:09.288000,0 days 01:51:52.120000,0 days 01:52:20.013000,289.0,259.0,243.0,282.0,False,MEDIUM,33.0,True,Alpine,0 days 01:50:39.729000,2024-09-22 12:57:35.860,1,13.0,False,,False,True,100.261
1016,0 days 01:54:00.812000,GAS,10,0 days 00:01:40.822000,34.0,1.0,,,0 days 00:00:29.621000,0 days 00:00:43.030000,0 days 00:00:28.171000,0 days 01:52:49.634000,0 days 01:53:32.664000,0 days 01:54:00.835000,,259.0,244.0,,False,MEDIUM,34.0,True,Alpine,0 days 01:52:19.990000,2024-09-22 12:59:16.121,1,12.0,False,,False,True,100.822
