,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
43,0 days 01:54:27.825000,VER,1,75.399,44.0,3.0,,,0 days 00:00:21.144000,0 days 00:00:23.825000,0 days 00:00:30.430000,0 days 01:53:33.579000,0 days 01:53:57.404000,0 days 01:54:27.834000,,286.0,284.0,311.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:53:12.426000,2025-06-15 18:58:17.481,1,5.0,False,,False,True
44,0 days 01:55:42.875000,VER,1,75.05,45.0,3.0,,,0 days 00:00:21.034000,0 days 00:00:23.804000,0 days 00:00:30.212000,0 days 01:54:48.868000,0 days 01:55:12.672000,0 days 01:55:42.884000,247.0,286.0,286.0,314.0,True,HARD,8.0,True,Red Bull Racing,0 days 01:54:27.825000,2025-06-15 18:59:32.880,1,4.0,False,,False,True
45,0 days 01:56:58.085000,VER,1,75.21,46.0,3.0,,,0 days 00:00:21.023000,0 days 00:00:23.822000,0 days 00:00:30.365000,0 days 01:56:03.907000,0 days 01:56:27.729000,0 days 01:56:58.094000,248.0,286.0,285.0,313.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:55:42.875000,2025-06-15 19:00:47.930,1,4.0,False,,False,True
46,0 days 01:58:13.424000,VER,1,75.339,47.0,3.0,,,0 days 00:00:21.068000,0 days 00:00:23.927000,0 days 00:00:30.344000,0 days 01:57:19.162000,0 days 01:57:43.089000,0 days 01:58:13.433000,246.0,286.0,285.0,310.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:56:58.085000,2025-06-15 19:02:03.140,1,3.0,False,,False,True
47,0 days 01:59:28.758000,VER,1,75.334,48.0,3.0,,,0 days 00:00:21.153000,0 days 00:00:23.838000,0 days 00:00:30.343000,0 days 01:58:34.586000,0 days 01:58:58.424000,0 days 01:59:28.767000,245.0,286.0,286.0,311.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:58:13.424000,2025-06-15 19:03:18.479,12,3.0,False,,False,True
48,0 days 02:00:43.788000,VER,1,75.03,49.0,3.0,,,0 days 00:00:21.058000,0 days 00:00:23.707000,0 days 00:00:30.265000,0 days 01:59:49.825000,0 days 02:00:13.532000,0 days 02:00:43.797000,247.0,288.0,285.0,312.0,True,HARD,12.0,True,Red Bull Racing,0 days 01:59:28.758000,2025-06-15 19:04:33.813,21,3.0,False,,False,True
49,0 days 02:01:58.813000,VER,1,75.025,50.0,3.0,,,0 days 00:00:20.977000,0 days 00:00:23.821000,0 days 00:00:30.227000,0 days 02:01:04.774000,0 days 02:01:28.595000,0 days 02:01:58.822000,250.0,287.0,285.0,314.0,True,HARD,13.0,True,Red Bull Racing,0 days 02:00:43.788000,2025-06-15 19:05:48.843,1,3.0,False,,False,True
50,0 days 02:03:13.856000,VER,1,75.043,51.0,3.0,,,0 days 00:00:20.980000,0 days 00:00:23.743000,0 days 00:00:30.320000,0 days 02:02:19.802000,0 days 02:02:43.545000,0 days 02:03:13.865000,,285.0,285.0,314.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:01:58.813000,2025-06-15 19:07:03.868,1,3.0,False,,False,True
51,0 days 02:04:28.969000,VER,1,75.113,52.0,3.0,,,0 days 00:00:20.929000,0 days 00:00:23.829000,0 days 00:00:30.355000,0 days 02:03:34.794000,0 days 02:03:58.623000,0 days 02:04:28.978000,251.0,286.0,286.0,312.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:03:13.856000,2025-06-15 19:08:18.911,1,3.0,False,,False,True
52,0 days 02:05:44.088000,VER,1,75.119,53.0,3.0,,,0 days 00:00:20.919000,0 days 00:00:23.838000,0 days 00:00:30.362000,0 days 02:04:49.897000,0 days 02:05:13.735000,0 days 02:05:44.097000,248.0,286.0,285.0,311.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:04:28.969000,2025-06-15 19:09:34.024,1,2.0,False,,False,True
